"CountryCode","SeriesCode","DESCRIPTION",
"CIV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CIV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CIV","MS.MIL.XPND.CD","2012 SIPRI estimates.",
"CIV","IT.CEL.SETS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CIV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CIV","SM.POP.TOTL","Estimates are derived from data on foreign-born and foreign population. ",
"CMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CMR","IT.NET.BBND","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CMR","IT.MLT.MAIN","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.MLT.MAIN.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CMR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","IT.CEL.SETS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CMR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","IT.NET.BBND.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CMR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"CMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CMR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CMR","IT.NET.USER.ZS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CMR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"CMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CMR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt for 2021 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.",
"CMR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CMR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CMR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CMR","IT.CEL.SETS.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CMR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"COD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COD","IT.CEL.SETS","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COD","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COD","IT.NET.BBND.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COD","MS.MIL.XPND.CD","1963-1971 SIPRI estimates.",
"COD","MS.MIL.XPND.ZS","1963-1971 SIPRI estimates.",
"COD","IT.CEL.SETS.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COD","IT.MLT.MAIN.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"COD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COD","IT.MLT.MAIN","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COD","MS.MIL.XPND.CN","1963-1971 SIPRI estimates.",
"COD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COD","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COD","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"COD","IT.NET.USER.ZS","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"COD","IT.NET.BBND","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2002-2004, 2007-2010: arrivals by air only. 2011-2016: The arrivals data relate only to three border posts (N'Djili airport in Kinshasa, the Luano airport in Lubumbashi, and the land border-crossing of Kasumbalesa in Katanga province)",
"COD","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"COD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COD","MS.MIL.XPND.GD.ZS","1963-1971 SIPRI estimates.",
"COD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2021 is based on data from the BIS. DSSI eligible and participating in 2020 and 2021.",
"COG","IT.MLT.MAIN","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","IT.NET.USER.ZS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","MS.MIL.XPND.CN","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","IT.MLT.MAIN.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","MS.MIL.XPND.ZS","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","IT.CEL.SETS.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COG","MS.MIL.XPND.CD","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COG","IT.NET.BBND.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COG","IT.CEL.SETS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COG","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"COG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"COG","IT.NET.BBND","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"COG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COG","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COG","MS.MIL.XPND.GD.ZS","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates.",
"COG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"COG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Pre-purchased debts for oil to private creditors was first reported to the DRS in 2020 and 2021 after rescheduling; this accounts for the jump in debt stock outstanding from 2020 to 2021. Long-term private nonguaranteed debt data are not available. Short-term debt for 2021 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.",
"COG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Surveys. Source: ""Direction Générale de l'Industrie Touristique"". Including nationals residing abroad.",
"COL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","IT.MLT.MAIN.P2","Ministerio de Comunicaciones.",
"COL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"COL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"COL","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"COL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"COL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 1996: change in the methodology. From 2010 arrivals of non-resident travellers by immigration checkpoints. From 2011 including nationals residing abroad. Since 2015,  the nationals residing abroad are calculated with the country of residence reported at the exit.",
"COL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"COL","IT.NET.BBND","Ministerio de Comunicaciones.",
"COL","IT.CEL.SETS","Ministerio de Comunicaciones.",
"COL","IT.MLT.MAIN","Ministerio de Comunicaciones.",
"COL","IT.CEL.SETS.P2","Ministerio de Comunicaciones.",
"COL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COL","IT.NET.USER.ZS","Ministerio de Comunicaciones.",
"COL","MS.MIL.XPND.CD","1960-1969 SIPRI estimates.",
"COL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"COL","MS.MIL.XPND.CN","1960-1969 SIPRI estimates.",
"COL","MS.MIL.XPND.ZS","1960-1969 SIPRI estimates.",
"COL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"COL","MS.MIL.XPND.GD.ZS","1960-1969 SIPRI estimates.",
"COL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects, DHS 2010",
